AVENIDA;Sete de Setembro;Prolongamento Vila Cardim Setor IV
AVENIDA;Siqueira Campos;antiga de Maio
AVENIDA;Stéfano D´Ávassi; Nova Cidade
AVENIDA;Susanna Katharina Peter;antiga Rua Particular Centro
AVENIDA;Sylvia Pardi Bueno;entre as Ruas Major Joaquim Gabriel de Carvalho e Antonio Silveira
AVENIDA;Sylvio Tomaselli;Rua M Residencial Monte Carlo
AVENIDA;Taquaritinga; C Jardim Buscardi
AVENIDA;Taquaritinga;Residencial das Acácias
AVENIDA;Taquaritinga;Prolongamento Jardim Cambui
AVENIDA;Taquaritinga;Prolongamento Conjunto Habitacional Las Lomas
AVENIDA;Tereza Kavahara;Parque das Laranjeiras
AVENIDA;Terezinha Ribeiro de Freitas Barbosa;RuaPortal da Baronesa
AVENIDA;Theóphilo Dias;Villa Raposo
AVENIDA;Theófilo Dias de Toledo;Nova Matão
AVENIDA;Tiradentes; Centro
AVENIDA;Tiradentes;Nova Matão
AVENIDA;Tiradentes;Prolongamento Vila Cardim Setor IV
AVENIDA;Toledo Malta;antiga  Colombo
AVENIDA;Toledo Malta;Prolongamento Jardim Primavera
AVENIDA;Treze de Maio;Centro
AVENIDA;Trolesi; Perimetral Jardim Buscadi
AVENIDA;Trolesi;Parque Mônaco
AVENIDA;Trolesi;Residencial das Acácias
AVENIDA;Trolesi;Maria Silvia Bambozzi
AVENIDA;Trolesi;Prolongamento Portal Terra da Saudade
AVENIDA;Trolesi; do Contorno Jardim Buscardi
AVENIDA;Trolesi;Prolongamento Conjunto Habitacional Las Lomas
AVENIDA;Trolesi; Perimetral Jardim Aeroporto
AVENIDA;Trolesi; Perimetral Jardim do Bosque Setor IV
AVENIDA;Trolesi;Prolongamento Jardim Popular
AVENIDA;Trolesi;Parque Petrópolis
AVENIDA;Urbano Pereira de Aguiar; E Jardim Pereira ou Vila Pereira
AVENIDA;Urbano Pereira de Aguiar;Prolongamento Residencial Maria Cândida
AVENIDA;Vainer Madalene;RuaDistrito Industrial de Silvania
AVENIDA;Valdemar Geraldo Saraiva;Portal Terra da Saudade
AVENIDA;Valdemar Palma;Cidade Jardim
AVENIDA;Vergílio de Deus Moreira;Residencial Azulville II
AVENIDA;Vicente João Bernardi;Jardim Primavera
AVENIDA;Vinte e Oito de Agosto;Centro
AVENIDA;Vinte e Oito de Agosto;Nova Matão
AVENIDA;Vinte e Oito de Agosto;Prolongamento Vila Cardim Setor IV
AVENIDA;Virgilio Turcatto;Jardim Primavera
AVENIDA;Vital Bontempo;São Judas Tadeu
AVENIDA;Wilson Antonio Bovolin;Rua G Residencial Monte Carlo
AVENIDA;Wilson Faria;Jardim Alvorada
AVENIDA;Yolanda Tomazelli Cecchetto; ProjetadaResidencial Beniamino Cadioli
AVENIDA;Zilda Arns;Jardim Novo Mundo
